olay_id,medya_tipi,kaynak,baslik,icerik,referans,similarity,modification_score,provocative_score,misleading_label
68,karsit,Sozcu,Enerji sistemi verimsiz bulundu,Yeni enerji sisteminin beklenen verimi sağlamadığı iddia ediliyor. Uzmanlar teknik sorunlara dikkat çekiyor. Sistem maliyetinin yüksek olduğu ifade ediliyor. Eleştiriler sürüyor.,Yeni enerji depolama sistemi devreye alındı. Yetkililer sistem hakkında bilgi verdi. Enerji kapasitesinin artması bekleniyor. Süreç izleniyor.,0.109004310548826,0.890995689451174,0.18181818181818182,3
68,notr,Hurriyet,Enerji depolama sistemi kuruldu,Yeni enerji depolama sistemi devreye alındı. Yetkililer sistem hakkında bilgi verdi. Enerji kapasitesinin artması bekleniyor. Süreç izleniyor.,Yeni enerji depolama sistemi devreye alındı. Yetkililer sistem hakkında bilgi verdi. Enerji kapasitesinin artması bekleniyor. Süreç izleniyor.,1.0000000000000009,-8.881784197001252e-16,0.1388888888888889,1
69,yandas,Sabah,Yeni konut projesi hızla ilerliyor,Konut projesinin planlanan takvim doğrultusunda ilerlediği açıklandı. Yetkililer projenin barınma sorununa çözüm sağlayacağını belirtti. İnşaat çalışmalarının hız kazandığı ifade edildi. Tamamlandığında birçok kişiye konut sağlanacak.,Konut projesinde çalışmalar devam ediyor. Yetkililer sürecin planlandığı şekilde ilerlediğini açıkladı. İnşaat faaliyetleri sürüyor. Tamamlanma süreci takip ediliyor.,0.10162186955135152,0.8983781304486484,0.038461538461538464,0
69,karsit,Sozcu,Konut projesi gecikiyor,Yeni konut projesinde gecikmeler yaşandığı ifade ediliyor. Vatandaşlar teslim sürecinin uzamasından şikayetçi. Uzmanlar planlama sorunlarına dikkat çekiyor. Sorunun çözülmesi talep ediliyor.,Konut projesinde çalışmalar devam ediyor. Yetkililer sürecin planlandığı şekilde ilerlediğini açıkladı. İnşaat faaliyetleri sürüyor. Tamamlanma süreci takip ediliyor.,0.1113038345637009,0.8886961654362991,0.022727272727272728,0
69,notr,Hurriyet,Konut projesinde çalışmalar sürüyor,Konut projesinde çalışmalar devam ediyor. Yetkililer sürecin planlandığı şekilde ilerlediğini açıkladı. İnşaat faaliyetleri sürüyor. Tamamlanma süreci takip ediliyor.,Konut projesinde çalışmalar devam ediyor. Yetkililer sürecin planlandığı şekilde ilerlediğini açıkladı. İnşaat faaliyetleri sürüyor. Tamamlanma süreci takip ediliyor.,1.0000000000000002,-2.220446049250313e-16,0.0,0
70,yandas,Sabah,Yeni dijital hizmet uygulaması başlatıldı,Vatandaşlara yönelik yeni dijital hizmet uygulaması devreye alındı. Yetkililer uygulamanın işlemleri kolaylaştıracağını belirtti. Hizmetlere erişimin hızlandığı ifade edildi. Kullanımın yaygınlaşması bekleniyor.,Yeni dijital hizmet uygulaması kullanıma açıldı. Yetkililer sistem hakkında bilgi verdi. Vatandaşlar hizmetlerden yararlanmaya başladı. Süreç izleniyor.,0.15425058744996145,0.8457494125500385,0.045454545454545456,1
70,karsit,Sozcu,Dijital hizmet uygulaması sorunlu başladı,Yeni dijital uygulamada teknik sorunlar yaşandığı iddia ediliyor. Kullanıcılar erişim problemlerinden şikayetçi. Uzmanlar altyapı eksikliklerine dikkat çekiyor. Sorunların çözülmesi bekleniyor.,Yeni dijital hizmet uygulaması kullanıma açıldı. Yetkililer sistem hakkında bilgi verdi. Vatandaşlar hizmetlerden yararlanmaya başladı. Süreç izleniyor.,0.05802845068119372,0.9419715493188063,0.11904761904761904,2
70,notr,Hurriyet,Dijital hizmet uygulaması kullanıma sunuldu,Yeni dijital hizmet uygulaması kullanıma açıldı. Yetkililer sistem hakkında bilgi verdi. Vatandaşlar hizmetlerden yararlanmaya başladı. Süreç izleniyor.,Yeni dijital hizmet uygulaması kullanıma açıldı. Yetkililer sistem hakkında bilgi verdi. Vatandaşlar hizmetlerden yararlanmaya başladı. Süreç izleniyor.,1.0,0.0,0.08333333333333333,1
71,yandas,Sabah,Yeni fintech düzenlemesi sektörü güçlendirecek,Finansal teknolojiler alanında yapılan yeni düzenlemelerin sektörü daha güvenli ve güçlü hale getireceği açıklandı. Yetkililer yatırımcı güveninin artacağını belirtti. Düzenleme ile dijital finans sistemlerinin daha etkin çalışması hedefleniyor. Sektör temsilcileri büyümenin hızlanacağını ifade etti.,Finansal teknolojiler alanındaki yeni düzenleme yürürlüğe girdi. Yetkililer düzenlemenin kapsamını açıkladı. Sektör temsilcileri gelişmeleri değerlendiriyor. Sürecin etkileri izlenecek.,0.16288714728190296,0.8371128527180971,0.1,2
71,karsit,Sozcu,Fintech düzenlemesine tepki,Yeni fintech düzenlemesi bazı girişimciler tarafından eleştiriliyor. Uzmanlar düzenlemenin inovasyonu yavaşlatabileceğini belirtiyor. Küçük girişimlerin zorlanabileceği ifade ediliyor. Sektörde tartışmalar devam ediyor.,Finansal teknolojiler alanındaki yeni düzenleme yürürlüğe girdi. Yetkililer düzenlemenin kapsamını açıkladı. Sektör temsilcileri gelişmeleri değerlendiriyor. Sürecin etkileri izlenecek.,0.05487258276218212,0.9451274172378179,0.18181818181818182,3
71,notr,Hurriyet,Fintech düzenlemesi yürürlüğe girdi,Finansal teknolojiler alanındaki yeni düzenleme yürürlüğe girdi. Yetkililer düzenlemenin kapsamını açıkladı. Sektör temsilcileri gelişmeleri değerlendiriyor. Sürecin etkileri izlenecek.,Finansal teknolojiler alanındaki yeni düzenleme yürürlüğe girdi. Yetkililer düzenlemenin kapsamını açıkladı. Sektör temsilcileri gelişmeleri değerlendiriyor. Sürecin etkileri izlenecek.,1.0000000000000002,-2.220446049250313e-16,0.15789473684210525,1
72,yandas,Sabah,Yeni sigorta paketi vatandaşları koruyacak,Açıklanan yeni sigorta paketinin vatandaşlara geniş kapsamlı güvence sağlayacağı belirtildi. Yetkililer risklere karşı korumanın artırıldığını ifade etti. Paketle birlikte sigorta erişiminin yaygınlaşması hedefleniyor. Programın önemli bir güvenlik ağı oluşturacağı vurgulandı.,Yeni sigorta paketi kamuoyuna duyuruldu. Yetkililer kapsam ve şartlar hakkında bilgi verdi. Başvuruların başlayacağı ifade edildi. Etkiler ilerleyen süreçte değerlendirilecek.,0.11159309638605898,0.888406903613941,0.08064516129032258,2
72,karsit,Sozcu,Sigorta paketi yetersiz bulundu,Yeni sigorta paketinin kapsamının sınırlı olduğu eleştiriliyor. Uzmanlar bazı risklerin yeterince kapsanmadığını belirtiyor. Vatandaşlar maliyetlerin yüksek olduğunu ifade ediyor. Tartışmalar sürüyor.,Yeni sigorta paketi kamuoyuna duyuruldu. Yetkililer kapsam ve şartlar hakkında bilgi verdi. Başvuruların başlayacağı ifade edildi. Etkiler ilerleyen süreçte değerlendirilecek.,0.07988214098154856,0.9201178590184514,0.11363636363636363,2
72,notr,Hurriyet,Yeni sigorta paketi açıklandı,Yeni sigorta paketi kamuoyuna duyuruldu. Yetkililer kapsam ve şartlar hakkında bilgi verdi. Başvuruların başlayacağı ifade edildi. Etkiler ilerleyen süreçte değerlendirilecek.,Yeni sigorta paketi kamuoyuna duyuruldu. Yetkililer kapsam ve şartlar hakkında bilgi verdi. Başvuruların başlayacağı ifade edildi. Etkiler ilerleyen süreçte değerlendirilecek.,1.0000000000000002,-2.220446049250313e-16,0.07142857142857142,1
73,yandas,Sabah,Uzaktan çalışma modeli yaygınlaşıyor,Yeni çalışma modelleri sayesinde uzaktan çalışmanın yaygınlaştığı açıklandı. Yetkililer bunun verimliliği artırdığını belirtti. Çalışanlara esneklik sağlandığı ifade edildi. İş dünyasında dönüşümün sürdüğü vurgulandı.,Uzaktan çalışma modeli iş dünyasında yaygınlaşmaya devam ediyor. Şirketler uygulamayı farklı şekillerde değerlendiriyor. Çalışan deneyimleri inceleniyor. Süreç yakından izleniyor.,0.08010405956911294,0.9198959404308871,0.020833333333333332,0
73,karsit,Sozcu,Uzaktan çalışmada sorunlar artıyor,Uzaktan çalışma modelinin bazı zorlukları gündeme geliyor. Çalışanlar iş-yaşam dengesinde sorun yaşadıklarını belirtiyor. Uzmanlar verimlilik kaybına dikkat çekiyor. Tartışmalar devam ediyor.,Uzaktan çalışma modeli iş dünyasında yaygınlaşmaya devam ediyor. Şirketler uygulamayı farklı şekillerde değerlendiriyor. Çalışan deneyimleri inceleniyor. Süreç yakından izleniyor.,0.14086812450728553,0.8591318754927144,0.11363636363636363,2
73,notr,Hurriyet,Uzaktan çalışma modeli değerlendiriliyor,Uzaktan çalışma modeli iş dünyasında yaygınlaşmaya devam ediyor. Şirketler uygulamayı farklı şekillerde değerlendiriyor. Çalışan deneyimleri inceleniyor. Süreç yakından izleniyor.,Uzaktan çalışma modeli iş dünyasında yaygınlaşmaya devam ediyor. Şirketler uygulamayı farklı şekillerde değerlendiriyor. Çalışan deneyimleri inceleniyor. Süreç yakından izleniyor.,1.0000000000000009,-8.881784197001252e-16,0.1,1
74,yandas,Sabah,Yeni veri merkezi açıldı,Teknoloji altyapısını güçlendirmek amacıyla yeni veri merkezi hizmete açıldı. Yetkililer sistem kapasitesinin arttığını belirtti. Dijital hizmetlerin daha hızlı sunulacağı ifade edildi. Projenin teknoloji sektörüne katkı sağlayacağı vurgulandı.,Yeni veri merkezi faaliyete başladı. Yetkililer kapasite hakkında bilgi verdi. Dijital hizmetlere katkı sağlaması bekleniyor. Süreç takip ediliyor.,0.1535056893328359,0.8464943106671641,0.05357142857142857,1
74,karsit,Sozcu,Veri merkezi yatırımı eleştirildi,Yeni veri merkezi yatırımının maliyeti tartışma yarattı. Uzmanlar kaynak kullanımının sorgulanması gerektiğini belirtiyor. Enerji tüketimi de eleştiri konusu oldu. Tartışmalar sürüyor.,Yeni veri merkezi faaliyete başladı. Yetkililer kapasite hakkında bilgi verdi. Dijital hizmetlere katkı sağlaması bekleniyor. Süreç takip ediliyor.,0.08457986080147023,0.9154201391985297,0.18181818181818182,3
74,notr,Hurriyet,Veri merkezi hizmete girdi,Yeni veri merkezi faaliyete başladı. Yetkililer kapasite hakkında bilgi verdi. Dijital hizmetlere katkı sağlaması bekleniyor. Süreç takip ediliyor.,Yeni veri merkezi faaliyete başladı. Yetkililer kapasite hakkında bilgi verdi. Dijital hizmetlere katkı sağlaması bekleniyor. Süreç takip ediliyor.,1.0000000000000002,-2.220446049250313e-16,0.05263157894736842,1
75,yandas,Sabah,Yeni girişim fonu kuruldu,Girişimcilere destek olmak amacıyla yeni yatırım fonu kuruldu. Yetkililer inovasyonun teşvik edileceğini belirtti. Start-up ekosistemine katkı sağlanması hedefleniyor. Fonun büyümeyi destekleyeceği ifade edildi.,Yeni girişim fonu kamuoyuna açıklandı. Yetkililer fonun kapsamını anlattı. Başvuruların başlayacağı ifade edildi. Etkiler izlenecek.,0.1908740661302035,0.8091259338697965,0.041666666666666664,1
75,karsit,Sozcu,Girişim fonu sınırlı bulundu,Kurulan girişim fonunun yeterli olmadığı eleştiriliyor. Uzmanlar yatırım miktarının düşük olduğunu belirtiyor. Girişimciler daha fazla destek bekliyor. Tartışmalar sürüyor.,Yeni girişim fonu kamuoyuna açıklandı. Yetkililer fonun kapsamını anlattı. Başvuruların başlayacağı ifade edildi. Etkiler izlenecek.,0.030897492327937287,0.9691025076720627,0.1,2
75,notr,Hurriyet,Girişim fonu duyuruldu,Yeni girişim fonu kamuoyuna açıklandı. Yetkililer fonun kapsamını anlattı. Başvuruların başlayacağı ifade edildi. Etkiler izlenecek.,Yeni girişim fonu kamuoyuna açıklandı. Yetkililer fonun kapsamını anlattı. Başvuruların başlayacağı ifade edildi. Etkiler izlenecek.,0.9999999999999999,1.1102230246251565e-16,0.0625,1
76,yandas,Sabah,Yeni deniz temizliği projesi başlatıldı,Deniz kirliliğini azaltmak amacıyla yeni bir proje başlatıldı. Yetkililer çevre koruma çalışmalarının güçlendirildiğini belirtti. Temizlik faaliyetlerinin artırıldığı ifade edildi. Projenin sürdürülebilir olacağı vurgulandı.,Deniz temizliği kapsamında yeni çalışmalar başlatıldı. Yetkililer proje hakkında bilgi verdi. Farklı bölgelerde uygulamalar yapılacak. Süreç izleniyor.,0.14654515148256556,0.8534548485174345,0.08333333333333333,2
76,karsit,Sozcu,Deniz temizliği projesi eleştirildi,Yeni deniz temizliği projesinin yetersiz olduğu iddia ediliyor. Uzmanlar kapsamın dar olduğunu belirtiyor. Çevreciler daha ciddi önlemler talep ediyor. Tartışmalar devam ediyor.,Deniz temizliği kapsamında yeni çalışmalar başlatıldı. Yetkililer proje hakkında bilgi verdi. Farklı bölgelerde uygulamalar yapılacak. Süreç izleniyor.,0.08124208065886737,0.9187579193411326,0.13043478260869565,3
76,notr,Hurriyet,Deniz temizliği çalışmaları başladı,Deniz temizliği kapsamında yeni çalışmalar başlatıldı. Yetkililer proje hakkında bilgi verdi. Farklı bölgelerde uygulamalar yapılacak. Süreç izleniyor.,Deniz temizliği kapsamında yeni çalışmalar başlatıldı. Yetkililer proje hakkında bilgi verdi. Farklı bölgelerde uygulamalar yapılacak. Süreç izleniyor.,1.0,0.0,0.08333333333333333,1
77,yandas,Sabah,Yeni iş güvenliği düzenlemesi yürürlükte,İş güvenliğini artırmaya yönelik yeni düzenleme yürürlüğe girdi. Yetkililer çalışanların korunacağını belirtti. Denetimlerin artırıldığı ifade edildi. Uygulamanın olumlu sonuç vereceği vurgulandı.,Yeni iş güvenliği düzenlemesi yürürlüğe alındı. Yetkililer uygulama hakkında bilgi verdi. Denetim süreci başlatıldı. Etkiler izlenecek.,0.09262135980593036,0.9073786401940697,0.09090909090909091,2
77,karsit,Sozcu,İş güvenliği düzenlemesi yetersiz bulundu,Yeni iş güvenliği düzenlemesinin etkisiz olduğu eleştiriliyor. Uzmanlar denetimlerin yeterli olmadığını belirtiyor. Çalışanlar risklerin sürdüğünü ifade ediyor. Tartışmalar devam ediyor.,Yeni iş güvenliği düzenlemesi yürürlüğe alındı. Yetkililer uygulama hakkında bilgi verdi. Denetim süreci başlatıldı. Etkiler izlenecek.,0.08799166111506006,0.9120083388849399,0.19047619047619047,3
77,notr,Hurriyet,İş güvenliği düzenlemesi yürürlüğe girdi,Yeni iş güvenliği düzenlemesi yürürlüğe alındı. Yetkililer uygulama hakkında bilgi verdi. Denetim süreci başlatıldı. Etkiler izlenecek.,Yeni iş güvenliği düzenlemesi yürürlüğe alındı. Yetkililer uygulama hakkında bilgi verdi. Denetim süreci başlatıldı. Etkiler izlenecek.,1.0,0.0,0.14705882352941177,1
78,yandas,Sabah,Yeni medya platformu yayına başladı,Yeni medya platformunun yayına başladığı açıklandı. Yetkililer platformun bilgiye erişimi kolaylaştıracağını belirtti. Dijital içerik üretiminin artacağı ifade edildi. Projenin sektöre katkı sağlayacağı vurgulandı.,Yeni medya platformu yayına başladı. Yetkililer platform hakkında bilgi verdi. Kullanıcılar erişim sağlamaya başladı. Süreç takip ediliyor.,0.1070308190512,0.8929691809488,0.041666666666666664,1
78,karsit,Sozcu,Medya platformu tarafsızlık tartışması yarattı,Yeni medya platformunun tarafsızlığı eleştiriliyor. Uzmanlar içerik politikalarının sorgulanması gerektiğini belirtiyor. Kullanıcılar farklı görüşler dile getiriyor. Tartışmalar sürüyor.,Yeni medya platformu yayına başladı. Yetkililer platform hakkında bilgi verdi. Kullanıcılar erişim sağlamaya başladı. Süreç takip ediliyor.,0.08927737909998955,0.9107226209000104,0.13157894736842105,3
78,notr,Hurriyet,Yeni medya platformu açıldı,Yeni medya platformu yayına başladı. Yetkililer platform hakkında bilgi verdi. Kullanıcılar erişim sağlamaya başladı. Süreç takip ediliyor.,Yeni medya platformu yayına başladı. Yetkililer platform hakkında bilgi verdi. Kullanıcılar erişim sağlamaya başladı. Süreç takip ediliyor.,1.0000000000000007,-6.661338147750939e-16,0.027777777777777776,0
79,yandas,Sabah,Yeni lojistik yazılımı devreye alındı,Lojistik sektöründe verimliliği artıracak yeni yazılım sistemi devreye alındı. Yetkililer süreçlerin hızlanacağını belirtti. Dijitalleşmenin sektöre katkı sağladığı ifade edildi. Yazılımın yaygınlaştırılması planlanıyor.,Yeni lojistik yazılımı hizmete alındı. Yetkililer sistem hakkında bilgi verdi. Kullanım süreci başladı. Etkiler izlenecek.,0.12538494389276808,0.8746150561072319,0.043478260869565216,1
79,karsit,Sozcu,Lojistik yazılımı sorunlarla başladı,Yeni lojistik yazılımında teknik sorunlar yaşandığı iddia ediliyor. Kullanıcılar sistem hatalarından şikayetçi. Uzmanlar altyapı eksikliğine dikkat çekiyor. Sorunların çözülmesi bekleniyor.,Yeni lojistik yazılımı hizmete alındı. Yetkililer sistem hakkında bilgi verdi. Kullanım süreci başladı. Etkiler izlenecek.,0.09598591692365212,0.9040140830763479,0.09523809523809523,2
79,notr,Hurriyet,Lojistik yazılımı kullanıma sunuldu,Yeni lojistik yazılımı hizmete alındı. Yetkililer sistem hakkında bilgi verdi. Kullanım süreci başladı. Etkiler izlenecek.,Yeni lojistik yazılımı hizmete alındı. Yetkililer sistem hakkında bilgi verdi. Kullanım süreci başladı. Etkiler izlenecek.,0.9999999999999999,1.1102230246251565e-16,0.0625,1
80,yandas,Sabah,Yeni afet eğitim programı başlatıldı,Afetlere hazırlık amacıyla yeni eğitim programı başlatıldı. Yetkililer toplumun bilinçlendirilmesinin hedeflendiğini belirtti. Eğitimlerin farklı gruplara ulaştırıldığı ifade edildi. Programın yaygınlaştırılması planlanıyor.,Yeni afet eğitim programı kamuoyuna açıklandı. Yetkililer program hakkında bilgi verdi. Eğitimler başladı. Süreç izleniyor.,0.1286380160221188,0.8713619839778812,0.06818181818181818,1
80,karsit,Sozcu,Afet eğitim programı yetersiz bulundu,Yeni afet eğitim programının etkisiz olduğu eleştiriliyor. Uzmanlar kapsamın dar olduğunu belirtiyor. Vatandaşlar daha fazla eğitim talep ediyor. Tartışmalar sürüyor.,Yeni afet eğitim programı kamuoyuna açıklandı. Yetkililer program hakkında bilgi verdi. Eğitimler başladı. Süreç izleniyor.,0.12622556732735637,0.8737744326726437,0.11904761904761904,2
80,notr,Hurriyet,Afet eğitim programı duyuruldu,Yeni afet eğitim programı kamuoyuna açıklandı. Yetkililer program hakkında bilgi verdi. Eğitimler başladı. Süreç izleniyor.,Yeni afet eğitim programı kamuoyuna açıklandı. Yetkililer program hakkında bilgi verdi. Eğitimler başladı. Süreç izleniyor.,0.9999999999999999,1.1102230246251565e-16,0.0625,1
81,yandas,Sabah,Yeni su arıtma tesisi hizmete alındı,Şehirde içme suyu kalitesini artırmak amacıyla yeni bir arıtma tesisi devreye alındı. Yetkililer tesisin modern teknolojiyle donatıldığını belirtti. Su kaynaklarının daha verimli kullanılacağı ifade edildi. Projenin uzun vadeli fayda sağlayacağı vurgulandı.,Yeni su arıtma tesisi hizmete girdi. Yetkililer tesis hakkında bilgi verdi. Su kalitesinin artırılması hedefleniyor. Süreç izleniyor.,0.14658292702859874,0.8534170729714012,0.03125,0
81,karsit,Sozcu,Arıtma tesisi maliyeti eleştiriliyor,Yeni su arıtma tesisinin maliyeti tartışma konusu oldu. Uzmanlar yatırımın gereğinden pahalı olduğunu belirtiyor. Vatandaşlar kaynak kullanımını sorguluyor. Tartışmalar sürüyor.,Yeni su arıtma tesisi hizmete girdi. Yetkililer tesis hakkında bilgi verdi. Su kalitesinin artırılması hedefleniyor. Süreç izleniyor.,0.11750230539107018,0.8824976946089298,0.14285714285714285,3
81,notr,Hurriyet,Su arıtma tesisi açıldı,Yeni su arıtma tesisi hizmete girdi. Yetkililer tesis hakkında bilgi verdi. Su kalitesinin artırılması hedefleniyor. Süreç izleniyor.,Yeni su arıtma tesisi hizmete girdi. Yetkililer tesis hakkında bilgi verdi. Su kalitesinin artırılması hedefleniyor. Süreç izleniyor.,1.0000000000000009,-8.881784197001252e-16,0.08333333333333333,1
82,yandas,Sabah,Yeni akıllı şehir uygulamaları başlatıldı,Şehirde dijital dönüşüm kapsamında akıllı şehir uygulamaları devreye alındı. Yetkililer yaşam kalitesinin artacağını belirtti. Trafik ve enerji yönetiminde iyileşmeler hedefleniyor. Projenin yaygınlaştırılması planlanıyor.,Yeni akıllı şehir uygulamaları devreye alındı. Yetkililer proje hakkında bilgi verdi. Çeşitli alanlarda uygulamalar başladı. Süreç takip ediliyor.,0.17498565213489242,0.8250143478651075,0.0625,1
82,karsit,Sozcu,Akıllı şehir projesi eleştirildi,Akıllı şehir uygulamalarının yeterince etkili olmadığı iddia ediliyor. Uzmanlar altyapı eksikliklerine dikkat çekiyor. Vatandaşlar uygulamalardan beklenen faydayı görmediğini ifade ediyor. Tartışmalar sürüyor.,Yeni akıllı şehir uygulamaları devreye alındı. Yetkililer proje hakkında bilgi verdi. Çeşitli alanlarda uygulamalar başladı. Süreç takip ediliyor.,0.08249307773583073,0.9175069222641693,0.13043478260869565,3
82,notr,Hurriyet,Akıllı şehir uygulamaları başladı,Yeni akıllı şehir uygulamaları devreye alındı. Yetkililer proje hakkında bilgi verdi. Çeşitli alanlarda uygulamalar başladı. Süreç takip ediliyor.,Yeni akıllı şehir uygulamaları devreye alındı. Yetkililer proje hakkında bilgi verdi. Çeşitli alanlarda uygulamalar başladı. Süreç takip ediliyor.,1.0000000000000002,-2.220446049250313e-16,0.02631578947368421,0
83,yandas,Sabah,Yeni deniz taşımacılığı hattı açıldı,Deniz ulaşımını güçlendirmek amacıyla yeni hat hizmete açıldı. Yetkililer hattın yolcu kapasitesini artıracağını belirtti. Ulaşım süresinin kısalacağı ifade edildi. Projenin katkı sağlayacağı vurgulandı.,Yeni deniz taşımacılığı hattı açıldı. Yetkililer kapasite hakkında bilgi verdi. Yolcu taşımacılığı başladı. Süreç izleniyor.,0.14654515148256556,0.8534548485174345,0.08333333333333333,2
83,karsit,Sozcu,Deniz hattı düşük talep görüyor,Yeni deniz hattının beklenen ilgiyi görmediği ifade ediliyor. Vatandaşlar hattı yeterince kullanmıyor. Uzmanlar planlama hatalarına dikkat çekiyor. Tartışmalar devam ediyor.,Yeni deniz taşımacılığı hattı açıldı. Yetkililer kapasite hakkında bilgi verdi. Yolcu taşımacılığı başladı. Süreç izleniyor.,0.08958749235553916,0.9104125076444608,0.14285714285714285,3
83,notr,Hurriyet,Yeni deniz hattı hizmete girdi,Yeni deniz taşımacılığı hattı açıldı. Yetkililer kapasite hakkında bilgi verdi. Yolcu taşımacılığı başladı. Süreç izleniyor.,Yeni deniz taşımacılığı hattı açıldı. Yetkililer kapasite hakkında bilgi verdi. Yolcu taşımacılığı başladı. Süreç izleniyor.,1.0,0.0,0.09375,1
84,yandas,Sabah,Yeni enerji tasarrufu kampanyası başlatıldı,Enerji tüketimini azaltmak amacıyla yeni bir kampanya başlatıldı. Yetkililer vatandaşların bilinçlendirilmesinin hedeflendiğini belirtti. Tasarruf oranlarının artması bekleniyor. Kampanyanın yaygınlaştırılacağı ifade edildi.,Yeni enerji tasarrufu kampanyası başlatıldı. Yetkililer program hakkında bilgi verdi. Çalışmalar yürütülüyor. Etkiler değerlendirilecek.,0.13387999586002122,0.8661200041399788,0.11363636363636363,2
84,karsit,Sozcu,Enerji kampanyası etkisiz bulundu,Enerji tasarrufu kampanyasının beklenen etkiyi yaratmadığı ifade ediliyor. Uzmanlar uygulamaların yetersiz olduğunu belirtiyor. Vatandaşların katılımının düşük olduğu söyleniyor. Eleştiriler sürüyor.,Yeni enerji tasarrufu kampanyası başlatıldı. Yetkililer program hakkında bilgi verdi. Çalışmalar yürütülüyor. Etkiler değerlendirilecek.,0.06437099366532752,0.9356290063346725,0.14285714285714285,3
84,notr,Hurriyet,Enerji tasarrufu kampanyası başladı,Yeni enerji tasarrufu kampanyası başlatıldı. Yetkililer program hakkında bilgi verdi. Çalışmalar yürütülüyor. Etkiler değerlendirilecek.,Yeni enerji tasarrufu kampanyası başlatıldı. Yetkililer program hakkında bilgi verdi. Çalışmalar yürütülüyor. Etkiler değerlendirilecek.,1.0000000000000007,-6.661338147750939e-16,0.1,1
85,yandas,Sabah,Yeni dijital kimlik sistemi tanıtıldı,Vatandaşlara yönelik dijital kimlik sistemi tanıtıldı. Yetkililer işlemlerin hızlanacağını belirtti. Sistemle güvenliğin artırıldığı ifade edildi. Kullanımın yaygınlaşması bekleniyor.,Yeni dijital kimlik sistemi kamuoyuna tanıtıldı. Yetkililer sistem hakkında bilgi verdi. Kullanım süreci planlanıyor. Süreç izlenecek.,0.17460577705828415,0.8253942229417158,0.05263157894736842,1
85,karsit,Sozcu,Dijital kimlik sistemi güvenlik tartışması yarattı,Yeni dijital kimlik sistemi güvenlik endişelerine yol açtı. Uzmanlar veri koruma konusunda riskler olduğunu belirtiyor. Kullanıcılar sistem hakkında soru işaretleri taşıyor. Tartışmalar sürüyor.,Yeni dijital kimlik sistemi kamuoyuna tanıtıldı. Yetkililer sistem hakkında bilgi verdi. Kullanım süreci planlanıyor. Süreç izlenecek.,0.1879287304848898,0.8120712695151102,0.10416666666666667,2
85,notr,Hurriyet,Dijital kimlik sistemi duyuruldu,Yeni dijital kimlik sistemi kamuoyuna tanıtıldı. Yetkililer sistem hakkında bilgi verdi. Kullanım süreci planlanıyor. Süreç izlenecek.,Yeni dijital kimlik sistemi kamuoyuna tanıtıldı. Yetkililer sistem hakkında bilgi verdi. Kullanım süreci planlanıyor. Süreç izlenecek.,1.0,0.0,0.058823529411764705,1
86,yandas,Sabah,Yeni tarım kooperatifleri kuruldu,Çiftçilerin desteklenmesi amacıyla yeni kooperatifler kuruldu. Yetkililer üretimin artacağını belirtti. Kooperatiflerin iş birliğini güçlendireceği ifade edildi. Projelerin devam edeceği vurgulandı.,Yeni tarım kooperatifleri faaliyete başladı. Yetkililer projeler hakkında bilgi verdi. Üreticilerin katılımı sağlandı. Süreç izleniyor.,0.06203156773119886,0.9379684322688011,0.07142857142857142,1
86,karsit,Sozcu,Kooperatifler yeterince desteklenmiyor,Yeni kurulan kooperatiflerin yeterli destek alamadığı ifade ediliyor. Çiftçiler finansal zorluklar yaşadıklarını belirtiyor. Uzmanlar sistemin güçlendirilmesi gerektiğini söylüyor. Tartışmalar sürüyor.,Yeni tarım kooperatifleri faaliyete başladı. Yetkililer projeler hakkında bilgi verdi. Üreticilerin katılımı sağlandı. Süreç izleniyor.,0.03009508323501493,0.969904916764985,0.09523809523809523,2
86,notr,Hurriyet,Tarım kooperatifleri kuruldu,Yeni tarım kooperatifleri faaliyete başladı. Yetkililer projeler hakkında bilgi verdi. Üreticilerin katılımı sağlandı. Süreç izleniyor.,Yeni tarım kooperatifleri faaliyete başladı. Yetkililer projeler hakkında bilgi verdi. Üreticilerin katılımı sağlandı. Süreç izleniyor.,0.9999999999999999,1.1102230246251565e-16,0.0625,1
87,yandas,Sabah,Yeni iş geliştirme merkezi açıldı,Girişimcilere destek olmak amacıyla yeni iş geliştirme merkezi açıldı. Yetkililer merkezde çeşitli eğitimler verileceğini belirtti. Girişimcilerin destekleneceği ifade edildi. Projenin yaygınlaştırılması planlanıyor.,Yeni iş geliştirme merkezi hizmete girdi. Yetkililer faaliyetler hakkında bilgi verdi. Eğitim programları başlatıldı. Süreç izleniyor.,0.15570290240060733,0.8442970975993926,0.06521739130434782,1
87,karsit,Sozcu,İş geliştirme merkezi eleştirildi,Yeni merkezin yetersiz olduğu yönünde eleştiriler yapılıyor. Girişimciler desteklerin sınırlı olduğunu belirtiyor. Uzmanlar sistemin geliştirilmesi gerektiğini ifade ediyor. Tartışmalar sürüyor.,Yeni iş geliştirme merkezi hizmete girdi. Yetkililer faaliyetler hakkında bilgi verdi. Eğitim programları başlatıldı. Süreç izleniyor.,0.029108493621757364,0.9708915063782426,0.11904761904761904,2
